"","vertex","group"
"1363","18281934","3"
"1364","18284930","3"
"1365","18288566","3"
"1366","18289894","2"
"1367","18293090","1"
"1368","18297042","4"
"1369","18297352","4"
"1370","18298929","1"
"1371","18302267","3"
"1372","18306142","1"
"1373","18308015","1"
"1374","18309398","1"
"1375","18309860","2"
"1376","18311574","3"
"1377","1831291","1"
"1378","18313912","8"
"1379","18315859","1"
"1380","18315953","1"
"1381","18325276","1"
"1382","18327388","9"
"1383","18331011","3"
"1384","18332508","2"
"1385","18335791","1"
"1386","1833606","1"
"1387","18338832","3"
"1388","18339930","2"
"1389","18353003","1"
"1390","18353983","1"
"1391","18357970","2"
"1392","18365813","1"
"1393","18368148","1"
"1394","18368937","1"
"1395","18370528","1"
"1396","18375268","2"
"1397","18377628","2"
"1398","18383248","2"
"1399","18385143","2"
"1400","18386317","1"
"1401","18387536","2"
"1402","18395443","2"
"1403","18396661","1"
"1404","18397774","1"
"1405","18400842","1"
"1406","18412438","3"
"1407","18416280","1"
"1408","18416620","4"
"1409","18417490","2"
"1410","18417860","2"
"1411","18419015","3"
"1412","18420473","2"
"1413","18422168","1"
"1414","18423799","3"
"1415","18425104","1"
"1416","18427069","2"
"1417","18432978","1"
"1418","18436106","1"
"1419","18437656","1"
"1420","18444373","1"
"1421","18444845","1"
"1422","18445386","1"
"1423","18447054","2"
"1424","18456068","7"
"1425","18461488","2"
"1426","18462285","6"
"1427","18463152","1"
"1428","18474641","1"
"1429","18478011","2"
"1430","18482318","2"
"1431","18482986","2"
"1432","18485006","2"
"1433","18489927","1"
"1434","18501229","10"
"1435","18504540","2"
"1436","18508055","3"
"1437","18511842","1"
"1438","18514743","1"
"1439","18515220","1"
"1440","18515862","2"
"1441","18516501","2"
"1442","18518536","1"
"1443","18521684","2"
"1444","18522068","1"
"1445","18532682","2"
"1446","18534609","1"
"1447","1854042","3"
"1448","18541386","1"
"1449","18542286","2"
"1450","18543141","1"
"1451","18543454","7"
"1452","18557500","1"
"1453","18562343","1"
"1454","18562764","1"
"1455","18577876","1"
"1456","18578073","4"
"1457","18580944","1"
"1458","18583482","2"
"1459","18585703","1"
"1460","18588964","1"
"1461","18589218","2"
"1462","18592092","4"
"1463","18593524","1"
"1464","18594471","2"
"1465","18595101","2"
"1466","18596215","1"
"1467","18597100","3"
"1468","18598458","2"
"1469","18598882","2"
"1470","18611057","4"
"1471","18614155","2"
"1472","18614260","1"
"1473","1862347","2"
"1474","18626641","2"
"1475","18631173","3"
"1476","18633424","3"
"1477","18634357","1"
"1478","18634615","2"
"1479","1864579","2"
"1480","18647999","1"
"1481","18648602","2"
"1482","18656728","3"
"1483","1865715","1"
"1484","18664603","3"
"1485","18664933","3"
"1486","18666041","2"
"1487","18671106","1"
"1488","18675626","2"
"1489","18675687","3"
"1490","18676488","1"
"1491","18678490","2"
"1492","18679442","4"
"1493","18680855","2"
"1494","18682257","2"
"1495","18682812","3"
"1496","18683225","1"
"1497","18686821","1"
"1498","18687816","4"
"1499","18688620","2"
"1500","18688779","2"
"1501","18689842","1"
"1502","18690404","1"
"1503","18690932","2"
"1504","18691614","1"
"1505","18692532","1"
"1506","18693173","1"
"1507","18695741","3"
"1508","18699911","3"
"1509","18705050","2"
"1510","18706293","2"
"1511","18706894","1"
"1512","18709165","2"
"1513","18709879","2"
"1514","18710238","1"
"1515","18711319","1"
"1516","18711450","1"
"1517","18712997","2"
"1518","1871354","2"
"1519","18714930","1"
"1520","18717429","3"
"1521","18719316","1"
"1522","18720115","1"
"1523","18721883","4"
"1524","18724404","1"
"1525","18727986","2"
"1526","18729375","1"
"1527","18730225","1"
"1528","18730667","2"
"1529","18732771","3"
"1530","18735136","2"
"1531","18736035","2"
"1532","18736454","3"
"1533","18739589","1"
"1534","18740867","2"
"1535","18741299","2"
"1536","18744174","2"
"1537","18744619","53"
"1538","18745354","2"
"1539","18746972","2"
"1540","18747221","1"
"1541","18748617","1"
"1542","18748631","2"
"1543","18751076","2"
"1544","18752139","1"
"1545","18752820","1"
"1546","18753281","1"
"1547","18753345","3"
"1548","18754535","3"
"1549","18756682","3"
"1550","18757321","1"
"1551","18757557","2"
"1552","18764504","2"
"1553","18765646","2"
"1554","18769603","1"
"1555","18769803","1"
"1556","18775695","3"
"1557","18778348","1"
"1558","18778515","1"
"1559","18778592","1"
"1560","18780269","1"
"1561","18786835","3"
"1562","18788647","2"
"1563","18789543","1"
"1564","18789548","10"
"1565","18790238","1"
"1566","18790391","3"
"1567","18790400","2"
"1568","18791246","4"
"1569","18791428","2"
"1570","18792777","2"
"1571","18793371","2"
"1572","1879449","1"
"1573","18794650","3"
"1574","18795179","1"
"1575","18800434","1"
"1576","18802590","2"
"1577","18805223","1"
"1578","18806127","2"
"1579","18810598","2"
"1580","18816818","1"
"1581","18817866","2"
"1582","18819056","1"
"1583","18819731","1"
"1584","18821581","1"
"1585","18821960","24"
"1586","18823492","1"
"1587","18833175","1"
"1588","18835560","2"
"1589","18836189","1"
"1590","18840939","3"
"1591","18845218","2"
"1592","18847231","2"
"1593","18849084","2"
"1594","18849778","1"
"1595","18863561","3"
"1596","18869546","7"
"1597","18870049","2"
"1598","18871926","2"
"1599","18875602","2"
"1600","18880636","2"
"1601","18881618","2"
"1602","18885884","2"
"1603","18888735","2"
"1604","18890591","2"
"1605","18892022","2"
"1606","18892710","1"
"1607","18894942","2"
"1608","18902688","2"
"1609","18903465","2"
"1610","189044","1"
"1611","18905153","2"
"1612","18907125","2"
"1613","18908114","3"
"1614","18908362","1"
"1615","18909594","9"
"1616","18909817","53"
"1617","18912903","1"
"1618","18913064","2"
"1619","18913673","2"
"1620","18917209","3"
"1621","18920324","2"
"1622","18924056","2"
"1623","18925405","1"
"1624","189279","2"
"1625","18928954","1"
"1626","18936355","1"
"1627","18936446","1"
"1628","18939612","1"
"1629","18939629","3"
"1630","18939688","3"
"1631","18941686","2"
"1632","18942497","1"
"1633","18946780","2"
"1634","18953209","4"
"1635","18953805","2"
"1636","18956572","1"
"1637","18964435","4"
"1638","18968427","3"
"1639","18968857","1"
"1640","18969284","3"
"1641","18971044","1"
"1642","18973226","6"
"1643","18981324","2"
"1644","18986400","1"
"1645","18987263","1"
"1646","18988131","2"
"1647","18988290","2"
"1648","18994230","1"
"1649","18994331","2"
"1650","18995641","2"
"1651","19004605","3"
"1652","19005369","1"
"1653","19008913","15"
"1654","19008970","2"
"1655","19009238","3"
"1656","19010651","2"
"1657","19016949","1"
"1658","19027627","8"
"1659","19031431","2"
"1660","19032617","2"
"1661","19037741","3"
"1662","19038258","1"
"1663","19041567","4"
"1664","19042756","4"
"1665","19047209","1"
"1666","19050143","2"
"1667","19050205","1"
"1668","19053300","3"
"1669","19054329","1"
"1670","19055567","1"
"1671","19066699","2"
"1672","19069700","1"
"1673","19070560","1"
"1674","19072280","3"
"1675","19072566","1"
"1676","1907592","1"
"1677","19076062","3"
"1678","19078265","2"
"1679","19080200","2"
"1680","19082227","3"
"1681","19088654","1"
"1682","19096129","2"
"1683","19100630","2"
"1684","19108075","2"
"1685","19116319","2"
"1686","19121445","6"
"1687","19129098","3"
"1688","19129384","1"
"1689","19129972","3"
"1690","19130292","2"
"1691","19131483","2"
"1692","19131506","3"
"1693","19134256","2"
"1694","19135527","1"
"1695","19140682","1"
"1696","19141642","3"
"1697","19142728","3"
"1698","19147141","1"
"1699","19148030","1"
"1700","19156699","4"
"1701","19159102","2"
"1702","19161161","3"
"1703","19161405","2"
"1704","19162909","2"
"1705","19164380","2"
"1706","19180551","1"
"1707","19180833","2"
"1708","19181246","3"
"1709","19183625","2"
"1710","19190589","2"
"1711","19202492","3"
"1712","19205098","2"
"1713","19206782","2"
"1714","19207602","3"
"1715","19208755","2"
"1716","19208902","2"
"1717","19209330","31"
"1718","19210548","3"
"1719","19211924","2"
"1720","19213182","1"
"1721","1921559","2"
"1722","19219150","2"
"1723","1923891","2"
"1724","19241991","1"
"1725","19244085","1"
"1726","19245856","1"
"1727","19246107","3"
"1728","19248188","2"
"1729","19248628","3"
"1730","19259954","3"
"1731","19260911","3"
"1732","19263084","4"
"1733","19264246","2"
"1734","19264912","4"
"1735","19266024","2"
"1736","19267134","1"
"1737","19272753","2"
"1738","1927840","1"
"1739","19281474","1"
"1740","19284932","1"
"1741","19285542","2"
"1742","19287851","1"
"1743","19292902","1"
"1744","19296338","1"
"1745","19297814","2"
"1746","19297854","4"
"1747","1931320","1"
"1748","19315685","1"
"1749","19316806","2"
"1750","19321900","3"
"1751","19324774","1"
"1752","1933178","2"
"1753","19333604","2"
"1754","19337384","2"
"1755","19337460","1"
"1756","19340207","3"
"1757","19341871","2"
"1758","19342795","3"
"1759","19344646","1"
"1760","19346464","1"
"1761","19347086","6"
"1762","19348119","3"
"1763","19348966","3"
"1764","1934944","1"
"1765","19350005","6"
"1766","19352216","3"
"1767","19356655","1"
"1768","19367101","4"
"1769","19367477","2"
"1770","19370246","1"
"1771","1937091","1"
"1772","19372540","1"
"1773","19373059","1"
"1774","19377068","1"
"1775","19377698","1"
"1776","1937849","1"
"1777","19383724","2"
"1778","19384000","8"
"1779","19389199","1"
"1780","19393256","3"
"1781","19395932","1"
"1782","19399485","1"
"1783","19400414","3"
"1784","19401001","1"
"1785","19402590","2"
"1786","19407215","2"
"1787","19413395","2"
"1788","19415952","53"
"1789","19416306","2"
"1790","19425477","1"
"1791","19429282","4"
"1792","19431435","1"
"1793","19432828","1"
"1794","19433061","3"
"1795","19433461","1"
"1796","19438804","2"
"1797","19439159","2"
"1798","19441544","1"
"1799","19441555","10"
"1800","19446311","17"
"1801","19447603","1"
"1802","19449304","3"
"1803","19449893","4"
"1804","19449943","2"
"1805","19452919","1"
"1806","19453237","1"
"1807","19456464","2"
"1808","19460066","3"
"1809","19464625","2"
"1810","19467694","1"
"1811","19468450","2"
"1812","19469852","1"
"1813","19470870","3"
"1814","19475449","6"
"1815","19479354","2"
"1816","19480215","3"
"1817","19480974","3"
"1818","19482344","3"
"1819","19483474","1"
"1820","1948430","6"
"1821","19491403","1"
"1822","19494759","3"
"1823","19499173","1"
"1824","19503358","3"
"1825","19504240","2"
"1826","19506583","1"
"1827","19509797","4"
"1828","19513609","1"
"1829","19517842","3"
"1830","19524995","2"
"1831","1952530","1"
"1832","19529138","2"
"1833","19533096","1"
"1834","19533119","1"
"1835","19539220","3"
"1836","19540743","6"
"1837","19544820","3"
"1838","19546264","1"
"1839","19549226","3"
"1840","19550774","3"
"1841","19552747","4"
"1842","19566288","1"
"1843","19566955","3"
"1844","19573639","1"
"1845","19575173","3"
"1846","19579201","3"
"1847","19579757","2"
"1848","19581090","3"
"1849","19581151","3"
"1850","19587909","2"
"1851","19588020","1"
"1852","19589916","2"
"1853","19597355","2"
"1854","19602550","2"
"1855","19603283","15"
"1856","19610055","6"
"1857","19612747","2"
"1858","19613667","2"
"1859","19624431","2"
"1860","19628148","7"
"1861","19628187","2"
"1862","19632494","1"
"1863","19634793","1"
"1864","19639126","2"
"1865","19640502","1"
"1866","19644894","1"
"1867","19645795","1"
"1868","19647183","1"
"1869","19648906","1"
"1870","19649237","1"
"1871","19649281","2"
"1872","19651005","3"
"1873","19654320","3"
"1874","19682261","2"
"1875","19686813","1"
"1876","19689259","2"
"1877","19691556","1"
"1878","19695109","1"
"1879","19695258","1"
"1880","19696105","1"
"1881","19696648","2"
"1882","19698635","1"
"1883","19700457","2"
"1884","19706304","4"
"1885","19706838","2"
"1886","19707620","2"
"1887","19708109","3"
"1888","19711432","1"
"1889","19714755","3"
"1890","19715387","1"
"1891","19722953","4"
"1892","19723615","2"
"1893","19726075","3"
"1894","19727236","3"
"1895","19727513","2"
"1896","19728258","2"
"1897","19729239","1"
"1898","19732354","3"
"1899","19735890","2"
"1900","19736575","2"
"1901","19736748","2"
"1902","19739338","2"
"1903","19740492","1"
"1904","19745321","2"
"1905","19747858","2"
"1906","19751902","1"
"1907","1975312","2"
"1908","19753650","3"
"1909","19757559","3"
"1910","19759603","3"
"1911","19759930","1"
"1912","19764348","14"
"1913","19765641","3"
"1914","1976864","1"
"1915","19773321","2"
"1916","19774665","3"
"1917","19777619","1"
"1918","19779184","3"
"1919","19780901","3"
"1920","19790183","2"
"1921","19790351","3"
"1922","19790670","2"
"1923","19790791","1"
"1924","19792201","2"
"1925","19792282","2"
"1926","19799326","2"
"1927","19809736","3"
"1928","19811498","1"
"1929","19814645","3"
"1930","19816187","1"
"1931","19828889","3"
"1932","1982926","3"
"1933","19830907","2"
"1934","19837077","3"
"1935","19838435","1"
"1936","19838703","1"
"1937","19839568","1"
"1938","19840292","2"
"1939","19846364","2"
"1940","1984911","1"
"1941","19851142","4"
"1942","19871991","2"
"1943","19872892","3"
"1944","19874050","3"
"1945","19874911","2"
"1946","19876642","2"
"1947","19880417","3"
"1948","19889808","1"
"1949","19889972","2"
"1950","19890839","2"
"1951","19894584","4"
"1952","19895108","1"
"1953","19910125","2"
"1954","1991256","1"
"1955","19913883","1"
"1956","19918284","1"
"1957","19918380","1"
"1958","19920518","2"
"1959","19924647","1"
"1960","19925515","3"
"1961","19927298","3"
"1962","19927398","1"
"1963","19928819","2"
"1964","19931498","1"
"1965","19936536","2"
"1966","19940123","2"
"1967","19940438","2"
"1968","19944999","1"
"1969","19946308","3"
"1970","19946910","2"
"1971","19947125","1"
"1972","19949338","1"
"1973","19954560","2"
"1974","19954645","1"
"1975","19956670","2"
"1976","19957652","1"
"1977","1995950","3"
"1978","19963631","1"
"1979","19963815","3"
"1980","19967407","3"
"1981","19969442","1"
"1982","19971681","2"
"1983","19971790","2"
"1984","19972262","1"
"1985","19973788","2"
"1986","19976666","3"
"1987","19978203","2"
"1988","19980007","3"
"1989","19982871","1"
"1990","19986242","3"
"1991","19988130","1"
"1992","19995159","4"
"1993","19997776","15"
"1994","19997819","1"
"1995","2000007","1"
"1996","20005212","10"
"1997","20006761","3"
"1998","20008220","2"
"1999","20008258","1"
"2000","20017261","1"
"2001","20018995","3"
"2002","20020808","2"
"2003","2002180","1"
"2004","20023323","1"
"2005","20027516","1"
"2006","20031383","1"
"2007","2003235","3"
"2008","20033147","1"
"2009","20038788","2"
"2010","20038812","1"
"2011","20039522","1"
"2012","20040678","1"
"2013","20041407","13"
"2014","20049496","1"
"2015","20055012","1"
"2016","20057769","16"
"2017","20059644","10"
"2018","20062369","2"
"2019","20064862","2"
"2020","20065917","1"
"2021","20068124","3"
"2022","20068356","1"
"2023","20074115","2"
"2024","20074128","1"
"2025","20076886","1"
"2026","20078015","2"
"2027","20087232","3"
"2028","20088262","6"
"2029","20094267","1"
"2030","20094687","1"
"2031","20096357","2"
"2032","20097508","1"
"2033","20100511","2"
"2034","20104535","3"
"2035","20104835","1"
"2036","20110256","2"
"2037","20111026","3"
"2038","20115541","3"
"2039","20122504","3"
"2040","20122579","2"
"2041","20124734","3"
"2042","20126792","2"
"2043","20127419","1"
"2044","20133487","5"
"2045","20144576","1"
"2046","20145482","3"
"2047","20146480","3"
"2048","20154975","3"
"2049","20160750","1"
"2050","20164277","1"
"2051","20169048","1"
"2052","20171093","2"
"2053","20174727","1"
"2054","20175484","15"
"2055","20182861","1"
"2056","20194417","1"
"2057","20195146","1"
"2058","20195720","3"
"2059","20197286","3"
"2060","20199058","1"
"2061","20199977","3"
"2062","20200102","1"
"2063","20201121","2"
"2064","20208140","4"
"2065","20209896","2"
"2066","20210516","2"
"2067","20210655","2"
"2068","20211823","2"
"2069","20212924","1"
"2070","20215907","15"
"2071","20216086","1"
"2072","20216131","3"
"2073","20219251","3"
"2074","20219314","3"
"2075","20222051","1"
"2076","20222247","2"
"2077","20225063","2"
"2078","20226720","2"
"2079","20227143","1"
"2080","20230362","1"
"2081","20233122","4"
"2082","20236037","3"
"2083","20239887","2"
"2084","20240071","1"
"2085","20242850","2"
"2086","20246967","1"
"2087","20251356","4"
"2088","20253042","2"
"2089","2025456","2"
"2090","20260986","1"
"2091","20266118","1"
"2092","20270272","2"
"2093","20273119","2"
"2094","20276243","1"
"2095","20278630","2"
"2096","20279430","3"
"2097","20283179","3"
"2098","20292864","1"
"2099","20293568","1"
"2100","20300650","1"
"2101","20300749","1"
"2102","20305471","1"
"2103","2031403","2"
"2104","2031899","1"
"2105","20321691","1"
"2106","20325229","2"
"2107","20326372","1"
"2108","20354738","1"
"2109","20355239","11"
"2110","20358999","1"
"2111","20362163","3"
"2112","20365715","1"
"2113","20375507","1"
"2114","20378232","1"
"2115","20389473","1"
"2116","20390227","1"
"2117","20392691","1"
"2118","20393816","1"
"2119","20399732","8"
"2120","20405556","1"
"2121","20416414","3"
"2122","20417614","1"
"2123","20420699","3"
"2124","20424749","1"
"2125","20428615","2"
"2126","20429280","3"
"2127","20429917","2"
"2128","20434365","2"
"2129","2043573","1"
"2130","20436756","1"
"2131","20443087","3"
"2132","20444588","2"
"2133","20474841","1"
"2134","20479017","5"
"2135","20482406","3"
"2136","20486788","1"
"2137","20488574","2"
"2138","20489013","3"
"2139","20489119","8"
"2140","20489301","3"
"2141","20492166","3"
"2142","20493412","1"
"2143","20496986","2"
"2144","20498804","2"
"2145","20504353","1"
"2146","20504457","3"
"2147","20506916","2"
"2148","20516540","2"
"2149","20517324","1"
"2150","20525093","3"
"2151","20527471","2"
"2152","20529016","3"
"2153","20536597","2"
"2154","2054072","1"
"2155","20542104","3"
"2156","20542137","2"
"2157","20545121","2"
"2158","20552179","1"
"2159","20553671","1"
"2160","20553817","1"
"2161","20561859","1"
"2162","20563972","1"
"2163","20567322","3"
"2164","20570086","1"
"2165","20579169","1"
"2166","20584238","3"
"2167","20595974","1"
"2168","20606410","3"
"2169","20607507","1"
"2170","2061054","1"
"2171","20614821","1"
"2172","20622257","2"
"2173","20623223","2"
"2174","20627077","3"
"2175","20628745","2"
"2176","20630028","1"
"2177","20630742","3"
"2178","20636838","2"
"2179","20645405","1"
"2180","20649259","1"
"2181","20649857","3"
"2182","20657668","2"
"2183","20673985","1"
"2184","20674018","53"
"2185","20674319","1"
"2186","20676387","2"
"2187","20681219","2"
"2188","20682686","2"
"2189","20689438","2"
"2190","20696958","1"
"2191","20705797","3"
"2192","20727147","1"
"2193","20731672","1"
"2194","207330","2"
"2195","20734290","1"
"2196","20736521","6"
"2197","20740173","2"
"2198","20742665","4"
"2199","2075224","1"
"2200","20759404","1"
"2201","20763669","3"
"2202","20766433","1"
"2203","20768232","2"
"2204","20772238","1"
"2205","20773050","21"
"2206","20773228","1"
"2207","20779902","2"
"2208","2078387","1"
"2209","20784393","2"
"2210","20791780","3"
"2211","20794334","3"
"2212","20801153","3"
"2213","20806204","1"
"2214","20810425","1"
"2215","20811984","1"
"2216","20815212","11"
"2217","20819565","2"
"2218","20819905","2"
"2219","20820861","1"
"2220","20831385","22"
"2221","20840862","1"
"2222","20851598","2"
"2223","20852420","3"
"2224","20854948","4"
"2225","20859049","2"
"2226","20859632","1"
"2227","20860106","1"
"2228","20860742","2"
"2229","20866043","2"
"2230","20866345","1"
"2231","20866380","2"
"2232","20866387","1"
"2233","20869761","1"
"2234","20871668","1"
"2235","208720","2"
"2236","20874154","1"
"2237","20876327","2"
"2238","20876543","2"
"2239","20877539","1"
"2240","20880930","2"
"2241","20883773","1"
"2242","20885102","8"
"2243","20887806","1"
"2244","20888537","1"
"2245","20890832","2"
"2246","20892812","3"
"2247","20902339","1"
"2248","20908023","1"
"2249","20909907","3"
"2250","20913670","1"
"2251","20914237","2"
"2252","20915402","3"
"2253","20917665","1"
"2254","20921808","2"
"2255","20924191","2"
"2256","20924685","1"
"2257","20926017","1"
"2258","20930620","1"
"2259","20932140","1"
"2260","20934276","1"
"2261","20937041","2"
"2262","20950619","3"
"2263","20954659","3"
"2264","20955691","1"
"2265","20968205","1"
"2266","20974081","3"
"2267","20974398","3"
"2268","20983840","1"
"2269","20984729","3"
"2270","20990526","1"
"2271","20992478","1"
"2272","20993666","4"
"2273","20995166","2"
"2274","20996691","1"
"2275","20998266","2"
"2276","20999147","2"
"2277","21003090","1"
"2278","21003123","3"
"2279","21004204","3"
"2280","21007177","1"
"2281","21008961","2"
"2282","21013648","2"
"2283","21014746","2"
"2284","21015114","1"
"2285","21016177","3"
"2286","21016224","3"
"2287","21017782","3"
"2288","21018067","2"
"2289","21020727","1"
"2290","21020739","3"
"2291","21020843","7"
"2292","21021696","3"
"2293","21023502","3"
"2294","21029976","2"
"2295","21033753","1"
"2296","21036228","2"
"2297","21037627","1"
"2298","21038305","4"
"2299","21044038","1"
"2300","21050214","1"
"2301","21056773","2"
"2302","21057595","2"
"2303","21064928","3"
"2304","21065552","3"
"2305","21085005","1"
"2306","21087135","1"
"2307","21088082","10"
"2308","21089290","2"
"2309","21096351","7"
"2310","2109763","1"
"2311","21101587","1"
"2312","21108203","1"
"2313","21113888","1"
"2314","21116548","1"
"2315","21120994","2"
"2316","21122241","3"
"2317","21124894","4"
"2318","21127232","1"
"2319","21127255","1"
"2320","2113110","1"
"2321","21132273","2"
"2322","21133910","4"
"2323","21135177","3"
"2324","21137274","1"
"2325","21137599","1"
"2326","21137924","2"
"2327","21141252","1"
"2328","21141356","2"
"2329","21142907","2"
"2330","21144302","1"
"2331","21163738","2"
"2332","21178077","1"
"2333","21188094","3"
"2334","21188124","2"
"2335","2119961","6"
"2336","21219466","3"
"2337","21225312","1"
"2338","21231666","52"
"2339","21250341","1"
"2340","21258218","3"
"2341","21262608","5"
"2342","2126425","1"
"2343","21265731","1"
"2344","21271414","2"
"2345","21284759","2"
"2346","21305601","1"
"2347","21309881","2"
"2348","21316901","2"
"2349","21317879","1"
"2350","21318122","3"
"2351","21318907","1"
"2352","21319195","2"
"2353","21326088","2"
"2354","21326112","1"
"2355","21328973","2"
"2356","21331819","1"
"2357","21334963","10"
"2358","21335673","1"
"2359","21336793","4"
"2360","21337931","2"
"2361","2134221","1"
"2362","21347041","2"
"2363","21347665","2"
"2364","21350674","2"
"2365","21354971","1"
"2366","21358085","1"
"2367","21371162","2"
"2368","21371809","1"
"2369","21373475","3"
"2370","21373875","1"
"2371","21378405","1"
"2372","21386372","2"
"2373","2138872","40"
"2374","21390175","2"
"2375","21392218","1"
"2376","21394230","3"
"2377","21406315","3"
"2378","21411758","1"
"2379","21416343","2"
"2380","21419505","2"
"2381","21422666","1"
"2382","21424229","2"
"2383","21426441","3"
"2384","21431969","2"
"2385","21433051","1"
"2386","21438453","24"
"2387","21440610","1"
"2388","21451590","1"
"2389","21451659","1"
"2390","21451770","3"
"2391","21455276","2"
"2392","21458175","2"
"2393","21459153","1"
"2394","21459708","3"
"2395","21463315","1"
"2396","21463982","3"
"2397","21468745","2"
"2398","21476622","2"
"2399","21481179","1"
"2400","21482113","1"
"2401","21484195","2"
"2402","21491786","2"
"2403","2150055","36"
"2404","21503885","1"
"2405","21505128","3"
"2406","21507555","1"
"2407","21512280","2"
"2408","21519074","1"
"2409","21521998","2"
"2410","21522254","1"
"2411","21524577","1"
"2412","21524845","3"
"2413","2152718","2"
"2414","21528996","39"
"2415","21533453","1"
"2416","2153535","1"
"2417","21535425","2"
"2418","21539346","2"
"2419","21541307","1"
"2420","21543818","1"
"2421","21546404","2"
"2422","21546894","2"
"2423","21548148","2"
"2424","21549078","1"
"2425","21550018","1"
"2426","21550545","2"
"2427","21554510","1"
"2428","21555066","1"
"2429","21560101","4"
"2430","21561273","2"
"2431","21563189","1"
"2432","21565331","1"
"2433","21570810","10"
"2434","21571354","1"
"2435","21571905","3"
"2436","21574006","1"
"2437","21578316","2"
"2438","21584176","1"
"2439","21584408","4"
"2440","21589455","1"
"2441","21594955","2"
"2442","21596076","2"
"2443","21601104","4"
"2444","21602362","2"
"2445","21607866","2"
"2446","21612899","2"
"2447","21618059","3"
"2448","21619452","1"
"2449","21623916","5"
"2450","21626378","2"
"2451","21628042","1"
"2452","21631973","1"
"2453","21641757","1"
"2454","21641935","4"
"2455","21642875","1"
"2456","21652339","3"
"2457","21655922","1"
"2458","21656361","3"
"2459","21660174","1"
"2460","21666606","1"
"2461","21671909","4"
"2462","21674708","2"
"2463","21675978","1"
"2464","21676443","2"
"2465","21677203","2"
"2466","21683133","2"
"2467","21684324","2"
"2468","21686774","1"
"2469","21687294","2"
"2470","21687373","1"
"2471","21687657","1"
"2472","21689279","2"
"2473","21689919","1"
"2474","2169208","2"
"2475","21693680","1"
"2476","21696553","1"
"2477","21699126","1"
"2478","21700159","2"
"2479","21719248","3"
"2480","21723159","2"
"2481","21723999","2"
"2482","21724223","2"
"2483","21730251","3"
"2484","21733715","2"
"2485","21740826","2"
"2486","21741584","4"
"2487","21744285","2"
"2488","21748131","1"
"2489","21748561","1"
"2490","21749625","2"
"2491","21749701","1"
"2492","21752925","1"
"2493","21753091","3"
"2494","21755495","1"
"2495","21762222","3"
"2496","21767555","1"
"2497","21769272","1"
"2498","21772823","1"
"2499","21779372","1"
"2500","21780944","3"
"2501","21786426","4"
"2502","21789745","2"
"2503","21793320","3"
"2504","21795095","1"
"2505","21796701","1"
"2506","21797644","3"
"2507","21799060","1"
"2508","21799133","1"
"2509","21799782","2"
"2510","21801543","2"
"2511","21802036","2"
"2512","21802901","4"
"2513","21803325","1"
"2514","2180579","11"
"2515","21805934","4"
"2516","2180719","1"
"2517","21809002","2"
"2518","21811645","10"
"2519","21816509","2"
"2520","21819688","48"
"2521","21820174","1"
"2522","21823180","2"
"2523","21823265","1"
"2524","21824739","2"
"2525","21825239","1"
"2526","21825754","3"
"2527","21827780","3"
"2528","21837199","3"
"2529","21840009","1"
"2530","21845405","1"
"2531","21849429","1"
"2532","21850139","1"
"2533","21853867","2"
"2534","21856570","1"
"2535","21869091","2"
"2536","21869697","2"
"2537","21870268","1"
"2538","21871334","1"
"2539","21872932","1"
"2540","21876736","3"
"2541","21893496","2"
"2542","21896492","3"
"2543","21899504","1"
"2544","21901547","1"
"2545","21903242","1"
"2546","21906629","1"
"2547","21908363","3"
"2548","21911175","3"
"2549","21913281","1"
"2550","2191427","1"
"2551","21915905","1"
"2552","21916104","1"
"2553","21933376","2"
"2554","21938034","4"
"2555","21942785","2"
"2556","21943678","2"
"2557","21944149","2"
"2558","21947579","1"
"2559","21947973","2"
"2560","21948988","3"
"2561","21951044","3"
"2562","21955164","2"
"2563","21957364","1"
"2564","21958089","2"
"2565","21969957","1"
"2566","21975178","1"
"2567","21981645","2"
"2568","21982126","1"
"2569","21987786","1"
"2570","21989616","2"
"2571","21989934","1"
"2572","21996505","3"
"2573","22001416","1"
"2574","2200431","2"
"2575","22007095","1"
"2576","22014950","1"
"2577","22019206","3"
"2578","22019789","17"
"2579","22020667","4"
"2580","22021231","1"
"2581","22024770","1"
"2582","22027020","4"
"2583","22028028","1"
"2584","22028122","1"
"2585","22030065","1"
"2586","22033021","1"
"2587","22041637","3"
"2588","22045553","1"
"2589","22045968","2"
"2590","22046488","1"
"2591","22053431","2"
"2592","22058557","1"
"2593","22067020","1"
"2594","22069112","2"
"2595","22069195","2"
"2596","22074791","3"
"2597","22074884","2"
"2598","22076301","2"
"2599","22077442","1"
"2600","2208056","2"
"2601","22085178","2"
"2602","22086944","3"
"2603","22099145","1"
"2604","22100704","15"
"2605","22100982","1"
"2606","22101471","1"
"2607","22102387","1"
"2608","22103009","2"
"2609","22104543","2"
"2610","22112298","2"
"2611","2211448","1"
"2612","22115986","1"
"2613","22120908","4"
"2614","22124959","1"
"2615","22125424","2"
"2616","22125904","1"
"2617","22128238","1"
"2618","22131043","1"
"2619","22134859","2"
"2620","22134951","1"
"2621","22135914","1"
"2622","22139168","5"
"2623","22142417","2"
"2624","22145288","2"
"2625","22146019","2"
"2626","22146791","1"
"2627","22157753","2"
"2628","22157834","3"
"2629","22158071","4"
"2630","2215902","2"
"2631","22160968","1"
"2632","22162389","1"
"2633","22164145","4"
"2634","22165896","3"
